"","sub","game","Response","Reaction.Time","q_nr","age.cat"
"466","7322022","competition","4",15080.502999994,1,"Adolescents"
"467","7322022","competition","15",4117.60300000596,2,"Adolescents"
"468","7322022","competition","15",6229.07100001191,3,"Adolescents"
"469","7322022","competition","4",1129.77800000596,4,"Adolescents"
"470","7322022","competition","R1",6990.95400001192,5,"Adolescents"
"471","7322022","lottery","Niente",72.003000011915,1,"Adolescents"
"472","7322022","lottery","10",13612.458,1,"Adolescents"
"473","7322022","lottery","R2",10413.0950000119,2,"Adolescents"
"474","7322022","lottery","R2",10454.894999994,2,"Adolescents"
"475","7322022","lottery","R3",11808.563,2,"Adolescents"
"476","7322022","lottery","R3",11868.9950000179,2,"Adolescents"
"477","7322022","lottery","R1",14778.4950000179,2,"Adolescents"
"478","7322022","lottery","Niente",8175.96300001789,3,"Adolescents"
"479","7322022","lottery","Niente",8260.26300000001,3,"Adolescents"
"480","7322022","lottery","10",10454.862999994,3,"Adolescents"
"481","7322022","lottery","10",10483.862999994,3,"Adolescents"
"482","7322022","lottery","15",12967.9630000179,3,"Adolescents"
"483","7322031","general","Vero",6925.63999999851,1,"Adolescents"
"484","7322031","general","Falso",2763.308,2,"Adolescents"
"485","7322031","general","Falso",3138.88800000149,3,"Adolescents"
"486","7322031","general","Falso",8964.86200000149,4,"Adolescents"
"487","7322031","general","Vero",5709.67200000001,5,"Adolescents"
"488","7322031","coordination","Niente",92.108000002976,1,"Adolescents"
"489","7322031","coordination","2",15173.608000003,1,"Adolescents"
"490","7322031","coordination","Niente",14413.830999997,2,"Adolescents"
"491","7322031","coordination","15",7095.5390000015,3,"Adolescents"
"492","7322031","coordination","15",7640.5560000015,4,"Adolescents"
"493","7322031","coordination","R2",9453.54500000004,5,"Adolescents"
"494","7322031","competition","Niente",66.3819999970146,1,"Adolescents"
"495","7322031","competition","4",7181.18200000148,1,"Adolescents"
"496","7322031","competition","Niente",7239.125,2,"Adolescents"
"497","7322031","competition","Niente",7298.91999999998,2,"Adolescents"
"498","7322031","competition","15",9176.625,2,"Adolescents"
"499","7322031","competition","15",9986.7809999985,3,"Adolescents"
"500","7322031","competition","4",5667.07900000297,4,"Adolescents"
"501","7322031","competition","R1",6522.86700000297,5,"Adolescents"
"502","7322031","lottery","Niente",94.7280000000028,1,"Adolescents"
"503","7322031","lottery","10",10815.928000003,1,"Adolescents"
"504","7322031","lottery","R1",10697.6770000015,2,"Adolescents"
"505","7322031","lottery","15",6686.0150000015,3,"Adolescents"
"506","7322039","general","Vero",5048.00000000001,1,"Adolescents"
"507","7322039","general","Falso",3432,2,"Adolescents"
"508","7322039","general","Falso",3301,3,"Adolescents"
"509","7322039","general","Falso",7134,4,"Adolescents"
"510","7322039","general","Vero",4582,5,"Adolescents"
"511","7322039","coordination","2",20185,1,"Adolescents"
"512","7322039","coordination","Niente",6349,2,"Adolescents"
"513","7322039","coordination","15",5068,3,"Adolescents"
"514","7322039","coordination","15",10836,4,"Adolescents"
"515","7322039","coordination","R2",12902,5,"Adolescents"
"516","7322039","competition","4",22184,1,"Adolescents"
"517","7322039","competition","15",13133,2,"Adolescents"
"518","7322039","competition","15",12601,3,"Adolescents"
"519","7322039","competition","4",3317,4,"Adolescents"
"520","7322039","competition","R1",5284,5,"Adolescents"
"521","7322039","lottery","10",9900,1,"Adolescents"
"522","7322039","lottery","R1",10133,2,"Adolescents"
"523","7322039","lottery","15",6130.00000000003,3,"Adolescents"
"524","7322028","general","Vero",3933.72799995232,1,"Adolescents"
"525","7322028","general","Falso",2304.56599998808,2,"Adolescents"
"526","7322028","general","Falso",2945.38599997616,3,"Adolescents"
"527","7322028","general","Falso",4675.77100000001,4,"Adolescents"
"528","7322028","general","Vero",4121.02199997616,5,"Adolescents"
"529","7322028","coordination","Niente",83.5069999999978,1,"Adolescents"
"530","7322028","coordination","2",22014.043,1,"Adolescents"
"531","7322028","coordination","Niente",9476.77099997616,2,"Adolescents"
"532","7322028","coordination","15",6063.51700000004,3,"Adolescents"
"533","7322028","coordination","15",6557.37699995231,4,"Adolescents"
"534","7322028","coordination","R2",16098.4939999762,5,"Adolescents"
"535","7322028","competition","Niente",124.909999988071,1,"Adolescents"
"536","7322028","competition","4",12109.094,1,"Adolescents"
"537","7322028","competition","15",1426.67099995233,2,"Adolescents"
"538","7322028","competition","15",4392.09400000001,3,"Adolescents"
"539","7322028","competition","4",1068.44699999999,4,"Adolescents"
"540","7322028","competition","R1",8883.39599996424,5,"Adolescents"
"541","7322028","lottery","Niente",100.223999999987,1,"Adolescents"
"542","7322028","lottery","Niente",16400.97,1,"Adolescents"
"543","7322028","lottery","Niente",16466.1379999642,1,"Adolescents"
"544","7322028","lottery","10",19163.6379999642,1,"Adolescents"
"545","7322028","lottery","R1",7537.95000000001,2,"Adolescents"
"546","7322028","lottery","15",9127.99899996424,3,"Adolescents"
"547","7322038","general","Vero",3340.03300002384,1,"Adolescents"
"548","7322038","general","Falso",2613.91700003576,2,"Adolescents"
"549","7322038","general","Falso",4376.00700000002,3,"Adolescents"
"550","7322038","general","Falso",3908.10200001192,4,"Adolescents"
"551","7322038","general","Vero",4633.64100002384,5,"Adolescents"
"552","7322038","coordination","Niente",80.5490000476857,1,"Adolescents"
"553","7322038","coordination","2",17495.7490000358,1,"Adolescents"
"554","7322038","coordination","Niente",7031.70599999999,2,"Adolescents"
"555","7322038","coordination","15",6446.76000004768,3,"Adolescents"
"556","7322038","coordination","15",2804.986,4,"Adolescents"
"557","7322038","coordination","R2",15021.7220000477,5,"Adolescents"
"558","7322038","competition","Niente",33.408000000054,1,"Adolescents"
"559","7322038","competition","4",14161.2830000477,1,"Adolescents"
"560","7322038","competition","15",2186.27700001193,2,"Adolescents"
"561","7322038","competition","15",12553.7240000477,3,"Adolescents"
"562","7322038","competition","4",1694.85500000001,4,"Adolescents"
"563","7322038","competition","R1",12450.4550000477,5,"Adolescents"
"564","7322038","lottery","Niente",61.9580000357528,1,"Adolescents"
"565","7322038","lottery","10",23783.058,1,"Adolescents"
"566","7322038","lottery","R1",85525.011,2,"Adolescents"
"567","7322038","lottery","15",5044.17200000008,3,"Adolescents"
"568","7322026","general","Vero",3666,1,"Adolescents"
"569","7322026","general","Falso",2233,2,"Adolescents"
"570","7322026","general","Falso",3184,3,"Adolescents"
"571","7322026","general","Falso",2585,4,"Adolescents"
"572","7322026","general","Vero",6351,5,"Adolescents"
"573","7322026","coordination","Niente",8051,1,"Adolescents"
"574","7322026","coordination","Niente",8165,1,"Adolescents"
"575","7322026","coordination","2",11770,1,"Adolescents"
"576","7322026","coordination","Niente",2227,2,"Adolescents"
"577","7322026","coordination","15",6151,3,"Adolescents"
"578","7322026","coordination","15",1232,4,"Adolescents"
"579","7322026","coordination","R2",16268,5,"Adolescents"
"580","7322026","competition","4",7218,1,"Adolescents"
"581","7322026","competition","15",5601,2,"Adolescents"
"582","7322026","competition","Niente",7600,3,"Adolescents"
"583","7322026","competition","Niente",7675,3,"Adolescents"
"584","7322026","competition","4",8531,3,"Adolescents"
"585","7322026","competition","4",8645,3,"Adolescents"
"586","7322026","competition","15",9251,3,"Adolescents"
"587","7322026","competition","4",3600,4,"Adolescents"
"588","7322026","competition","R3",9883,5,"Adolescents"
"589","7322026","competition","R3",10000,5,"Adolescents"
"590","7322026","competition","R2",10801,5,"Adolescents"
"591","7322026","competition","R2",10918,5,"Adolescents"
"592","7322026","competition","R1",11398,5,"Adolescents"
"593","7322026","lottery","Niente",4366,1,"Adolescents"
"594","7322026","lottery","Niente",4499,1,"Adolescents"
"595","7322026","lottery","10",6034,1,"Adolescents"
"596","7322026","lottery","R1",6901,2,"Adolescents"
"597","7322026","lottery","15",15483,3,"Adolescents"
"598","7322040","general","Vero",6613.99999999999,1,"Adolescents"
"599","7322040","general","Falso",4415.31999999944,2,"Adolescents"
"600","7322040","general","Falso",4615.87599999944,3,"Adolescents"
"601","7322040","general","Falso",5319.09699999999,4,"Adolescents"
"602","7322040","general","Falso",8368.05799999999,5,"Adolescents"
"603","7322040","general","Falso",8432.47799999962,5,"Adolescents"
"604","7322040","general","Vero",13050.4779999996,5,"Adolescents"
"605","7322040","coordination","Niente",91.9319999998115,1,"Adolescents"
"606","7322040","coordination","2",20426.162,1,"Adolescents"
"607","7322040","coordination","Niente",17545.9999999994,2,"Adolescents"
"608","7322040","coordination","15",8834.37399999963,3,"Adolescents"
"609","7322040","coordination","15",6088.64299999943,4,"Adolescents"
"610","7322040","coordination","R2",14571.0279999994,5,"Adolescents"
"611","7322040","competition","Niente",150.336000000039,1,"Adolescents"
"612","7322040","competition","4",13534.8619999994,1,"Adolescents"
"613","7322040","competition","15",13985.6339999994,2,"Adolescents"
"614","7322040","competition","15",6353.19199999943,3,"Adolescents"
"615","7322040","competition","4",5837.38599999962,4,"Adolescents"
"616","7322040","competition","R1",11732.9279999994,5,"Adolescents"
"617","7322040","lottery","Niente",100.241999999998,1,"Adolescents"
"618","7322040","lottery","10",13685.3619999993,1,"Adolescents"
"619","7322040","lottery","R1",9553.15100000001,2,"Adolescents"
"620","7322040","lottery","15",7581.04200000004,3,"Adolescents"
"621","7322035","general","Falso",2917,1,"Adolescents"
"622","7322035","general","Falso",3002.00000000001,1,"Adolescents"
"623","7322035","general","Vero",5216,1,"Adolescents"
"624","7322035","general","Falso",2433,2,"Adolescents"
"625","7322035","general","Falso",2501,3,"Adolescents"
"626","7322035","general","Falso",2834,4,"Adolescents"
"627","7322035","general","Vero",3850,5,"Adolescents"
"628","7322035","coordination","2",11302,1,"Adolescents"
"629","7322035","coordination","Niente",4734,2,"Adolescents"
"630","7322035","coordination","15",3734,3,"Adolescents"
"631","7322035","coordination","15",5084,4,"Adolescents"
"632","7322035","coordination","R2",6851,5,"Adolescents"
"633","7322035","competition","4",7391,1,"Adolescents"
"634","7322035","competition","15",1384,2,"Adolescents"
"635","7322035","competition","15",4899,3,"Adolescents"
"636","7322035","competition","4",1282,4,"Adolescents"
"637","7322035","competition","R2",7251,5,"Adolescents"
"638","7322035","competition","R2",7331,5,"Adolescents"
"639","7322035","competition","R1",10318,5,"Adolescents"
"640","7322035","lottery","10",10716,1,"Adolescents"
"641","7322035","lottery","R1",5184,2,"Adolescents"
"642","7322035","lottery","15",5051,3,"Adolescents"
"643","7322021","general","Vero",5083.43099998808,1,"Adolescents"
"644","7322021","general","Vero",2338.748,2,"Adolescents"
"645","7322021","general","Vero",2405.558,2,"Adolescents"
"646","7322021","general","Falso",3354.46499998808,2,"Adolescents"
"647","7322021","general","Falso",8811.05999998212,3,"Adolescents"
"648","7322021","general","Falso",4376.04600000001,4,"Adolescents"
"649","7322021","general","Vero",7004.49999999404,5,"Adolescents"
"650","7322021","coordination","Niente",156.654999976156,1,"Adolescents"
"651","7322021","coordination","Niente",14374.5549999821,1,"Adolescents"
"652","7322021","coordination","Niente",14430.354999994,1,"Adolescents"
"653","7322021","coordination","2",17369.4549999881,1,"Adolescents"
"654","7322021","coordination","15",13695.5449999821,2,"Adolescents"
"655","7322021","coordination","15",13757.6449999762,2,"Adolescents"
"656","7322021","coordination","2",14464.1449999762,2,"Adolescents"
"657","7322021","coordination","2",14547.866,2,"Adolescents"
"658","7322021","coordination","Niente",15296.0449999821,2,"Adolescents"
"659","7322021","coordination","15",6494.69199997616,3,"Adolescents"
"660","7322021","coordination","15",8174.48899997617,4,"Adolescents"
"661","7322021","coordination","R2",14767.085,5,"Adolescents"
"662","7322021","competition","Niente",79.1499999761581,1,"Adolescents"
"663","7322021","competition","4",9025.04999998212,1,"Adolescents"
"664","7322021","competition","15",9425.02799999405,2,"Adolescents"
"665","7322021","competition","15",8424.30999999403,3,"Adolescents"
"666","7322021","competition","4",6838.44699997615,4,"Adolescents"
"667","7322021","competition","R2",10112.778,5,"Adolescents"
"668","7322021","competition","R2",10171.176,5,"Adolescents"
"669","7322021","competition","R1",11489.278,5,"Adolescents"
"670","7322021","lottery","Niente",96.622999994026,1,"Adolescents"
"671","7322021","lottery","Niente",11146.622999994,1,"Adolescents"
"672","7322021","lottery","Niente",11236.4229999761,1,"Adolescents"
"673","7322021","lottery","10",14555.7229999881,1,"Adolescents"
"674","7322021","lottery","R1",10787.5669999761,2,"Adolescents"
"675","7322021","lottery","15",12766.3329999821,3,"Adolescents"
"676","7322023","general","Vero",4227.449,1,"Adolescents"
"677","7322023","general","Falso",2914.60099999944,2,"Adolescents"
"678","7322023","general","Falso",3030.17199999944,3,"Adolescents"
"679","7322023","general","Falso",3748.97799999925,4,"Adolescents"
"680","7322023","general","Vero",3662.22299999944,5,"Adolescents"
"681","7322023","coordination","Niente",83.5130000000063,1,"Adolescents"
"682","7322023","coordination","Niente",10284.5929999994,1,"Adolescents"
"683","7322023","coordination","Niente",10369.193,1,"Adolescents"
"684","7322023","coordination","15",12825.7929999996,1,"Adolescents"
"685","7322023","coordination","15",12872.2929999996,1,"Adolescents"
"686","7322023","coordination","2",13712.546,1,"Adolescents"
"687","7322023","coordination","2",7499.25799999999,2,"Adolescents"
"688","7322023","coordination","2",7532.66100000001,2,"Adolescents"
"689","7322023","coordination","Niente",12894.0309999998,2,"Adolescents"
"690","7322023","coordination","15",4893.74300000002,3,"Adolescents"
"691","7322023","coordination","15",7759.52699999943,4,"Adolescents"
"692","7322023","coordination","R2",8793.224,5,"Adolescents"
"693","7322023","competition","Niente",71.3910000000033,1,"Adolescents"
"694","7322023","competition","4",11506.9909999996,1,"Adolescents"
"695","7322023","competition","4",4890.73799999926,2,"Adolescents"
